,username,fullname,user_id,tweet_id,timestamp,replies,retweets,likes,text,html,hashtag,year
129,beddybbphilly3,beddybb@yahoo.com,1091467735542964225,1151850715364519937,2019-07-18 13:46:25,0,1,1,"RT @adamosgroup: #ADAMOS welcomes http://mayercie.de , http://schlenker-spannwerkzeuge.de  and @WITTENSTEIN_SE as new partners of our #platform of machine builders for #mechanical #engineering companies. #IIoT #Industry40 #digitization http://bit.ly/2GjXh0j ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""976468428163829760"" dir=""ltr"" href=""/adamosgroup""><s>@</s><b>adamosgroup</b></a>: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> welcomes <a class=""twitter-timeline-link"" data-expanded-url=""http://mayercie.de"" dir=""ltr"" href=""https://t.co/sJ7zNLgb4P"" rel=""nofollow noopener"" target=""_blank"" title=""http://mayercie.de""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">mayercie.de</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>, <a class=""twitter-timeline-link"" data-expanded-url=""http://schlenker-spannwerkzeuge.de"" dir=""ltr"" href=""https://t.co/3WgZuDHLSB"" rel=""nofollow noopener"" target=""_blank"" title=""http://schlenker-spannwerkzeuge.de""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">schlenker-spannwerkzeuge.de</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""87426170"" dir=""ltr"" href=""/WITTENSTEIN_SE""><s>@</s><b>WITTENSTEIN_SE</b></a> as new partners of our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/platform?src=hash""><s>#</s><b>platform</b></a> of machine builders for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mechanical?src=hash""><s>#</s><b>mechanical</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/engineering?src=hash""><s>#</s><b>engineering</b></a> companies. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/digitization?src=hash""><s>#</s><b>digitization</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2GjXh0j"" dir=""ltr"" href=""https://t.co/fi3xQtYXmX"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2GjXh0j""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2GjXh0j</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",adamos,2019
130,JazWatts,JazWatts,702869245068181504,1151462554289496065,2019-07-17 12:04:00,0,0,1,"@SoftwareAG: RT @adamosgroup: #ADAMOS welcomes https://buff.ly/32z8iEK , https://buff.ly/32y12bQ  and @WITTENSTEIN_SE as new partners of our #platform of machine builders for #mechanical #engineering companies. #IIoT #Industry40 #digitization","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20679454"" dir=""ltr"" href=""/SoftwareAG""><s>@</s><b>SoftwareAG</b></a>: RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""976468428163829760"" dir=""ltr"" href=""/adamosgroup""><s>@</s><b>adamosgroup</b></a>: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> welcomes <a class=""twitter-timeline-link"" data-expanded-url=""https://buff.ly/32z8iEK"" dir=""ltr"" href=""https://t.co/O4Lc19HUqu"" rel=""nofollow noopener"" target=""_blank"" title=""https://buff.ly/32z8iEK""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">buff.ly/32z8iEK</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>, <a class=""twitter-timeline-link"" data-expanded-url=""https://buff.ly/32y12bQ"" dir=""ltr"" href=""https://t.co/3MQ2d1qh12"" rel=""nofollow noopener"" target=""_blank"" title=""https://buff.ly/32y12bQ""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">buff.ly/32y12bQ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""87426170"" dir=""ltr"" href=""/WITTENSTEIN_SE""><s>@</s><b>WITTENSTEIN_SE</b></a> as new partners of our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/platform?src=hash""><s>#</s><b>platform</b></a> of machine builders for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mechanical?src=hash""><s>#</s><b>mechanical</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/engineering?src=hash""><s>#</s><b>engineering</b></a> companies. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/digitization?src=hash""><s>#</s><b>digitization</b></a></p>",adamos,2019
131,wil_bielert,"Wilhelm Bielert, PhD",48707597,1151447496314544129,2019-07-17 11:04:10,0,0,2,"RT @DuerrAG: The #ADAMOS software platform for the Industrial Internet of Things #IIoT continues its growth trajectory in the mechanical engineering industry. In July, another three well-known industry players joined the digital partnership. Learn more: …pic.twitter.com/1DmeoVQm7A","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""103847476"" dir=""ltr"" href=""/DuerrAG""><s>@</s><b>DuerrAG</b></a>: The <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> software platform for the Industrial Internet of Things <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> continues its growth trajectory in the mechanical engineering industry. In July, another three well-known industry players joined the digital partnership. Learn more: …<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/1DmeoVQm7A"">pic.twitter.com/1DmeoVQm7A</a></p>",adamos,2019
132,Zementis,Zementis,40168855,1151433375988760576,2019-07-17 10:08:04,0,0,0,"RT SoftwareAG ""RT adamosgroup: #ADAMOS welcomes http://mayercie.de , http://schlenker-spannwerkzeuge.de  and WITTENSTEIN_SE as new partners of our #platform of machine builders for #mechanical #engineering companies. #IIoT #Industry40 #digitization""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT SoftwareAG ""RT adamosgroup: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> welcomes <a class=""twitter-timeline-link"" data-expanded-url=""http://mayercie.de"" dir=""ltr"" href=""https://t.co/0iG4P38M5y"" rel=""nofollow noopener"" target=""_blank"" title=""http://mayercie.de""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">mayercie.de</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>, <a class=""twitter-timeline-link"" data-expanded-url=""http://schlenker-spannwerkzeuge.de"" dir=""ltr"" href=""https://t.co/wUeGPLDbaA"" rel=""nofollow noopener"" target=""_blank"" title=""http://schlenker-spannwerkzeuge.de""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">schlenker-spannwerkzeuge.de</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> and WITTENSTEIN_SE as new partners of our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/platform?src=hash""><s>#</s><b>platform</b></a> of machine builders for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mechanical?src=hash""><s>#</s><b>mechanical</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/engineering?src=hash""><s>#</s><b>engineering</b></a> companies. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/digitization?src=hash""><s>#</s><b>digitization</b></a>""</p>",adamos,2019
133,DuerrAG,Dürr,103847476,1151430971889246209,2019-07-17 09:58:30,0,3,5,"The #ADAMOS software platform for the Industrial Internet of Things #IIoT continues its growth trajectory in the mechanical engineering industry. In July, another three well-known industry players joined the digital partnership. Learn more: http://bit.ly/30zsuEn  @adamosgrouppic.twitter.com/eGpIY82MJU","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> software platform for the Industrial Internet of Things <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> continues its growth trajectory in the mechanical engineering industry. In July, another three well-known industry players joined the digital partnership. Learn more: <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/30zsuEn"" dir=""ltr"" href=""https://t.co/ef2wcg81Yg"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/30zsuEn""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/30zsuEn</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""976468428163829760"" dir=""ltr"" href=""/adamosgroup""><s>@</s><b>adamosgroup</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/eGpIY82MJU"">pic.twitter.com/eGpIY82MJU</a></p>",adamos,2019
134,adamosgroup,ADAMOS Media,976468428163829760,1151423017052004352,2019-07-17 09:26:54,0,3,6,"#ADAMOS welcomes http://mayercie.de , http://schlenker-spannwerkzeuge.de  and @WITTENSTEIN_SE as new partners of our #platform of machine builders for #mechanical #engineering companies. #IIoT #Industry40 #digitization","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> welcomes <a class=""twitter-timeline-link"" data-expanded-url=""http://mayercie.de"" dir=""ltr"" href=""https://t.co/HiAnTIvU82"" rel=""nofollow noopener"" target=""_blank"" title=""http://mayercie.de""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">mayercie.de</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>, <a class=""twitter-timeline-link"" data-expanded-url=""http://schlenker-spannwerkzeuge.de"" dir=""ltr"" href=""https://t.co/pEH49DBbc4"" rel=""nofollow noopener"" target=""_blank"" title=""http://schlenker-spannwerkzeuge.de""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">schlenker-spannwerkzeuge.de</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""87426170"" dir=""ltr"" href=""/WITTENSTEIN_SE""><s>@</s><b>WITTENSTEIN_SE</b></a> as new partners of our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/platform?src=hash""><s>#</s><b>platform</b></a> of machine builders for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mechanical?src=hash""><s>#</s><b>mechanical</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/engineering?src=hash""><s>#</s><b>engineering</b></a> companies. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/digitization?src=hash""><s>#</s><b>digitization</b></a></p>",adamos,2019
148,huni_park,Byung-Hun Park,760101433693863937,932563392056971264,2017-11-20 10:56:53,0,6,11,"Industrial Internet of Things at the next level: #ADAMOS 

See: http://bit.ly/2jpsiHq 
#IoT #DigitalTransformation #Industry40 #IIoT #Software #Technology #leadership #ADAMOS #Machine #InternetOfThings @TEBReview @DuerrAG @ZEISS_Group @asmptlaser @SoftwareAG @SoftwareAG_Dpic.twitter.com/M1YqSeLki1","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Industrial Internet of Things at the next level: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> 

See: <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2jpsiHq"" dir=""ltr"" href=""https://t.co/OLbAQ7xl3B"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2jpsiHq""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2jpsiHq</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DigitalTransformation?src=hash""><s>#</s><b>DigitalTransformation</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Software?src=hash""><s>#</s><b>Software</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Technology?src=hash""><s>#</s><b>Technology</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/leadership?src=hash""><s>#</s><b>leadership</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Machine?src=hash""><s>#</s><b>Machine</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/InternetOfThings?src=hash""><s>#</s><b>InternetOfThings</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""843877585"" dir=""ltr"" href=""/TEBReview""><s>@</s><b>TEBReview</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""103847476"" dir=""ltr"" href=""/DuerrAG""><s>@</s><b>DuerrAG</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""46126781"" dir=""ltr"" href=""/ZEISS_Group""><s>@</s><b>ZEISS_Group</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3110464311"" dir=""ltr"" href=""/asmptlaser""><s>@</s><b>asmptlaser</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20679454"" dir=""ltr"" href=""/SoftwareAG""><s>@</s><b>SoftwareAG</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""137759309"" dir=""ltr"" href=""/SoftwareAG_D""><s>@</s><b>SoftwareAG_D</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/M1YqSeLki1"">pic.twitter.com/M1YqSeLki1</a></p>",adamos,2017
149,iTACSoftware,iTAC Software AG,39517658,931551054801629185,2017-11-17 15:54:13,0,0,1,"News and Highlights at the Productronica 2017. P. Bollinger, CEO iTAC Software AG im Interview mit der EPP #MES #ADAMOS https://youtu.be/y2blfztzsCc  via @YouTube","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">News and Highlights at the Productronica 2017. P. Bollinger, CEO iTAC Software AG im Interview mit der EPP <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MES?src=hash""><s>#</s><b>MES</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/y2blfztzsCc"" dir=""ltr"" href=""https://t.co/O3jLlox8Bw"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/y2blfztzsCc""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/y2blfztzsCc</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a></p>",adamos,2017
150,Zementis,Zementis,40168855,931207589769240576,2017-11-16 17:09:25,0,0,0,"RT SoftwareAG ""What is #ADAMOS & why choose ADAMOS? EricDuffaut will answer your questions. http://bit.ly/2m8TPhz  pic.twitter.com/g9QpNakJCB""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT SoftwareAG ""What is <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> &amp; why choose ADAMOS? EricDuffaut will answer your questions. <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2m8TPhz"" dir=""ltr"" href=""https://t.co/qRZ0D2W2KR"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2m8TPhz""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2m8TPhz</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/g9QpNakJCB"">pic.twitter.com/g9QpNakJCB</a>""</p>",adamos,2017
151,SoftwareAG,Software AG,20679454,931206490106552320,2017-11-16 17:05:02,0,3,2,What is #ADAMOS & why choose ADAMOS? @EricDuffaut will answer your questions. http://bit.ly/2m8TPhz pic.twitter.com/a4mcgmQZ4r,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What is <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> &amp; why choose ADAMOS? <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""77166235"" dir=""ltr"" href=""/EricDuffaut""><s>@</s><b>EricDuffaut</b></a> will answer your questions. <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2m8TPhz"" dir=""ltr"" href=""https://t.co/MiF0Zjd0Pj"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2m8TPhz""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2m8TPhz</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/a4mcgmQZ4r"">pic.twitter.com/a4mcgmQZ4r</a></p>",adamos,2017
152,SoftwareAG,Software AG,20679454,930808165565952000,2017-11-15 14:42:14,0,17,17,Bernd Gross @cumulocity Iot says why not try a JV like #ADAMOS to do the heavy tech lifting while you focus on differentiation of your offering. #IoTWorld Forum2017pic.twitter.com/yQTFKexgxk,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Bernd Gross <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""481245118"" dir=""ltr"" href=""/Cumulocity""><s>@</s><b>cumulocity</b></a> Iot says why not try a JV like <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> to do the heavy tech lifting while you focus on differentiation of your offering. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoTWorld?src=hash""><s>#</s><b>IoTWorld</b></a> Forum2017<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yQTFKexgxk"">pic.twitter.com/yQTFKexgxk</a></p>",adamos,2017
153,wil_bielert,"Wilhelm Bielert, PhD",48707597,930459607784402946,2017-11-14 15:37:12,0,1,2,RT @huni_park: @TEBReview @SoftwareAG @DuerrAG @DMGMORIAG @ZEISS_Group Co-Innovation at its best! #ADAMOS #IoT #II… https://twitter.com/i/web/status/930459406243979264 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""760101433693863937"" dir=""ltr"" href=""/huni_park""><s>@</s><b>huni_park</b></a>: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""843877585"" dir=""ltr"" href=""/TEBReview""><s>@</s><b>TEBReview</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20679454"" dir=""ltr"" href=""/SoftwareAG""><s>@</s><b>SoftwareAG</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""103847476"" dir=""ltr"" href=""/DuerrAG""><s>@</s><b>DuerrAG</b></a> @DMGMORIAG <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""46126781"" dir=""ltr"" href=""/ZEISS_Group""><s>@</s><b>ZEISS_Group</b></a> Co-Innovation at its best! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADAMOS?src=hash""><s>#</s><b><strong>ADAMOS</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/II?src=hash""><s>#</s><b>II</b></a>… <a class=""twitter-timeline-link"" data-expanded-url=""https://twitter.com/i/web/status/930459406243979264"" dir=""ltr"" href=""https://t.co/ZPjxfPs552"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/i/web/status/930459406243979264""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/i/web/status/9</span><span class=""invisible"">30459406243979264</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",adamos,2017
